Time,Estimation_0,Estimation_1,Estimation_2,Estimation_3,Estimation_4,Estimation_5,Estimation_6,Estimation_7,Estimation_8,Estimation_9,Estimation_10,Estimation_11,Estimation_12,Estimation_13,Estimation_14,Estimation_15,Estimation_16,Estimation_17,Estimation_18,Estimation_19,Estimation_20,Estimation_21,Estimation_22,Estimation_23,Estimation_24,Estimation_25,Estimation_26,Estimation_27,Estimation_28,Estimation_29,Estimation_30,Estimation_31,Estimation_32,Estimation_33,Estimation_34,Estimation_35,Estimation_36,Estimation_37,Estimation_38,Estimation_39,Estimation_40,Estimation_41,Estimation_42,Estimation_43,Estimation_44,Estimation_45,Estimation_46,Estimation_47,Estimation_48,Estimation_49
99,4.152183951431304,4.14672119194087,4.027929857893913,4.137597547526087,4.15474954864,4.1564637432695655,4.248497890277391,4.131451329221739,4.039823065942609,3.9841044814826088,4.058607360283478,4.226478004712174,4.1422711479878265,4.216844686567826,4.0893042698252176,4.220474117369565,4.150588774587826,4.234772558175652,4.135369572326956,4.047452322310435,4.062255950836522,4.145083238792174,4.103725259471305,4.110800257775652,4.048335466375653,4.047309285974783,4.0637584641304345,4.136085504397391,4.147214181353044,4.112451231812174,4.1670166503643475,4.152667887316522,4.082977254813913,4.145791726086957,4.1965279216834785,4.201106042702609,4.12393123331913,4.195435219846956,4.148211296449565,4.0016656465669564,4.109240069913043,4.102300663929565,4.236440204582609,4.259338354731304,4.152233184374783,4.225757441048696,4.122202247106087,4.1606535315,4.072062777113913,4.100476759122609
100,4.361879638162609,4.412916370443479,4.447657162285218,4.447196369539131,4.455515211753913,4.401957900883478,4.376941104676522,4.33908374239913,4.369085498511304,4.36198753140174,4.448134027007826,4.521363264340869,4.4005262034156525,4.398067641425217,4.472433537777391,4.3290938279017395,4.412730844375652,4.39341793128087,4.450951417774783,4.400949291570435,4.415000231004348,4.352218972222609,4.382769751685218,4.476093733369566,4.330251201749565,4.4151158173086955,4.3257957707356525,4.4102893839034785,4.4036568733921735,4.460233210174783,4.406386753218261,4.446529510393043,4.430955925772174,4.337504929093913,4.495392807509565,4.494265221352174,4.470885521746957,4.293540312245217,4.378503657884348,4.3941219052365215,4.361813217604348,4.434337106578261,4.479890959904348,4.472828026719131,4.367393651014782,4.524430957989566,4.414159295905217,4.3040105716773915,4.3863550361052175,4.472165227516522
101,4.994864480410435,4.769895985214783,4.8281809543347824,4.896502769977391,4.761154747988695,4.69541890384087,4.83427914742087,4.7289347550791305,4.9434495888773915,4.641565640170435,4.841432703086087,4.723332835915652,4.860500149213913,4.939688724646957,4.788638055056522,4.902690075823478,4.756799358753043,4.920456262791304,4.904493319198261,4.769854739772174,4.857615178671304,4.922162052858261,4.85991444899913,4.699310635046957,4.892630387830435,4.745843057689565,4.953087217507826,4.793575295149565,4.7983059590234785,4.6558763386330435,4.73090927145913,4.757330821207826,4.71193322634087,4.825203908182608,4.908786470612174,4.7781119846313045,4.826918565770435,4.759793876686957,4.883251732326957,4.793176783848696,4.788061629208696,4.825761935723478,4.8392369826504344,4.802165476231305,4.985188361776522,4.788165659069565,4.763504611583478,4.782855385356521,4.830978855145218,4.850105059626957
102,5.259541074512174,5.13231711306,5.319837142888695,5.252385070340869,5.2413817079365215,5.376039300005218,5.28185905025913,5.382228131573044,5.388710365124348,5.400875331037391,5.304278507325217,5.474281506023479,5.273371033173044,5.383412490780869,5.3058482392852175,5.329532268150435,5.1769179430269565,5.415882116369565,5.292682406798261,5.267561554154782,5.232863930078261,5.408618014455652,5.334037377475652,5.3123018341634785,5.304394639756522,5.3318928696643475,5.2258663974243476,5.309174798944348,5.287517275397391,5.335745762884348,5.2199383601382605,5.203910746378261,5.2731757077321735,5.392797678373913,5.350235979310435,5.408126140356522,5.281834136971304,5.353776232354782,5.504100723861739,5.349406305510435,5.345308236239131,5.413383220889565,5.196800191807826,5.242382553249565,5.31710405112087,5.337892602555653,5.3606182975669565,5.412111286132174,5.348928643829566,5.411214646537391
103,5.796654413336522,5.7800942949182605,5.839698669921739,5.861916515607826,5.742418915209565,5.820538025647826,6.001724110010435,5.866126886925217,6.154398683744348,5.886891963307826,5.920275469346087,5.780528618269566,5.989108710681739,5.934412582697392,6.033906043541739,5.912446485221739,5.968317728988696,5.7879540037452175,5.698370548232174,6.027148743653913,5.840061405121739,5.887807731727826,5.908688351862609,5.951040689211305,5.8197284775208695,5.856443695724348,5.895186621330435,5.7915382228843475,5.928464312250435,6.018932215075652,6.103145139886957,5.733791065158261,5.956144740846956,5.839385014631304,6.007728684588695,5.966362376981739,6.058611708622609,5.8780116284834785,5.825185254875652,5.821320813633044,5.9983386980434785,5.7829365881373915,5.875110261993913,5.956425947847826,5.897597569151304,5.859887119360869,5.875641507174783,5.835688403511305,5.855158037497391,5.8868290671426085
104,6.420082879386957,6.476378596954783,6.512077470991304,6.645767248577391,6.727142674104348,6.543898150553913,6.492947321078261,6.64744622046,6.687454759762609,6.587279692124348,6.596509596228696,6.551425993067826,6.826142710651304,6.523308401246957,6.72471203561913,6.702146141266956,6.66830294768,6.69703295069913,6.559023785197391,6.5979821036913044,6.533038707424348,6.5398709173791305,6.648233364895653,6.650672018735652,6.669371102095652,6.6370429173165215,6.600377782097391,6.524873362551304,6.631889457045218,6.509820331117392,6.6959484145573915,6.763039018128696,6.680022592742609,6.7548817597808695,6.596831111684348,6.487403612702609,6.669451735868695,6.48674861022087,6.520210205183478,6.472282399376522,6.571219461058261,6.804743157884348,6.553799255379131,6.589564248281739,6.6329437958704345,6.865671617953913,6.477435221985218,6.7074405632765215,6.363273463532174,6.590268446661739
105,7.422869818487826,7.63726073834,7.322799307199131,7.39107745878,7.32238662194,7.539778691306957,7.614656392757391,7.51812371934087,7.563620970893913,7.401201105534783,7.408313630917392,7.638107310268696,7.530642682864348,7.362843537252174,7.612676254514783,7.20145410467913,7.621674920793913,7.439532580765217,7.564157776718261,7.306043733699131,7.3567737606452175,7.542119675169565,7.370854009167826,7.207869463608696,7.477161724707826,7.520509286362609,7.368602166331304,7.501720224273913,7.452582489837392,7.517354990674782,7.421188613798261,7.29091190616,7.20683264958,7.499683428763478,7.426858980923479,7.280796907136522,7.616908164173913,7.43717247332,7.30743056613913,7.474341824806957,7.323934362308695,7.631005651495652,7.4361755945426085,7.771119513818261,7.380375137824348,7.4368193722434786,7.55762209976174,7.4239959426,7.658360304853913,7.591950555267826
106,8.240616634906957,8.546288653708695,8.461154468398261,8.28191355873913,8.618015869748696,8.351043169062608,8.51005743202,8.480461837905217,8.685123168576522,8.389532213529565,8.591171031996522,8.647147723964348,8.715378865378261,8.455882105413913,8.566545997336522,8.493218722136522,8.056626965626087,8.491713970812174,8.267148633452173,8.406148903766956,8.181901781728696,8.255921247430434,8.325123129091304,8.500209792504348,8.335760498820001,8.373315594012174,8.492168477461739,8.526500182746087,8.486139518079131,8.501234619179131,8.566625533599131,8.456748991745217,8.646641263014782,8.43991202362,8.815303477802608,8.59191803992087,8.239621606754783,8.539724144444348,8.350701553693044,8.72957051839826,8.588061189554782,8.597970491141739,8.582766052436522,8.408994870502609,8.5814437645,8.313060355453043,8.486972780757391,8.42879371872087,8.45040068544087,8.604603585363478
107,9.526459277557391,9.576808980655652,9.505533591232174,9.457062749312174,9.784746932925218,9.625805092302608,9.885184604646957,9.746401058011305,9.633588570445218,9.674500354875653,9.293646620106957,9.44228176976087,9.466780148968695,9.60089576215913,9.939552875064347,9.772571445609564,10.048485211804348,9.709260841130435,9.507174470989565,9.65736192999913,9.539105337886086,9.55538136104174,9.563213409726956,9.631673639967826,9.71211308865913,9.668214170653043,9.600400297626956,9.887722540433913,9.741114832695652,9.630891054331304,9.525738567923478,9.547973772646957,9.6268027634,9.504262478075653,9.369674092314783,9.7779237282,9.730306910850434,9.630524410673914,10.03405331447826,9.27008280228087,9.758936097608697,9.7898618692,9.646741888213914,9.721909583973913,9.722672090088695,9.616207481030434,9.587978641090436,9.541382774566086,9.589733185934783,9.821006910822609
108,10.975630398721739,11.013881963535653,11.21864066688174,10.978987192426088,10.950648763846086,10.875887384750435,11.040507821543478,10.627917856854783,11.224020637892174,11.198678702898262,11.225207351295651,11.150556162831304,11.107004312953913,11.285393210586086,11.142211716945218,10.98000438055913,11.153874166788695,11.466910968088696,11.14020302449739,11.030638227703479,11.251270573586087,11.093561090568695,11.0546612218,10.77037961239913,10.990609284132173,11.391687411308695,10.733983491536522,11.290037152549566,10.982967517393913,10.92584377881913,11.44363998703826,11.436707943566956,10.71216461832,11.034137892852174,10.922982412809565,11.180868942204349,10.966661991065218,10.953629354866086,10.925346478077392,11.179216490353912,10.894867354206086,10.966626880623478,11.027219827346087,11.038819102748695,10.850990218973044,11.131397714120869,11.036397451406957,11.157105649751305,11.417640445245217,11.337875398333043
109,12.309652034239999,12.712460254194783,12.270064585107827,12.570957801249566,12.565983549391305,12.809229328389565,12.875204270277392,12.525633863989565,12.38860081537913,12.847509063511305,13.469462373297391,12.92960243048,13.028033593178261,12.667550562143479,13.121228999273914,12.838716971204349,12.764358312390435,12.769602990864348,12.675156844604349,12.817811843073043,12.229347943087825,12.598950413322608,12.45807932000087,12.993535894683479,12.623500622076522,12.332697980998262,12.715898274690435,12.461679616773043,12.822609779765218,12.754246149525217,12.562064317662609,12.542669601724349,12.678865640636522,12.840613994789566,12.63241020870087,12.726800424717391,12.536632879017391,12.829613059546956,12.678887387387826,12.749201805900869,12.609422486827826,12.76154756726174,12.597106677482609,12.785882966286957,12.486321208326087,12.541978451174783,12.763424395984348,13.088072758233043,12.468579477269566,12.62303514968261
110,14.690054583234783,14.661161742426087,14.491008159965217,14.4028828596,14.353287658165218,14.7332764048,14.459468558452174,14.678136431617391,14.44166193355652,14.937991101217392,14.366541212173914,14.76145706581739,14.561032483156522,15.075451246130434,14.770595041991305,14.465294267269565,14.228402842313043,14.529914680721738,14.858140757313043,14.709964294556523,14.410569544886958,14.499835229382608,14.576181701843478,14.532878447808695,14.521212947747825,14.94744269978261,14.750351853495651,14.245672501182609,14.649185264252173,14.364665507704348,14.870412644052173,14.808667430634783,14.459669356869565,14.542978266,14.629546071278261,14.732037709860869,14.662607856156521,14.257460869634782,14.724740782165217,14.395150841530434,14.290898559869564,14.954002663626087,14.49401694521739,14.763168632608696,14.489549502773913,14.11246756846087,14.689101847747827,14.660127509695652,14.631688793156522,14.417542860113043
111,17.29948312232174,16.51682703309565,17.147367459530436,16.582543396773914,17.342138353243477,16.488714022269566,16.98655338346087,16.404153164608694,16.613849738513043,17.429670968756522,16.581098305956523,16.993362359226087,16.36958295450435,16.6393917124,16.527699387808696,16.870876430026087,16.758238521469565,17.007983606295653,16.49651864455652,16.216327472626087,16.646340004660868,16.45939634832174,17.346445525686956,16.73157464089565,16.8795230248,16.78684074617391,16.23195336915652,16.637436009852173,16.958781502104348,16.778035178643478,16.951039897104348,16.691277296069565,16.326079630026086,16.849625822730435,16.774889715486957,16.999697473365217,16.774288224730434,16.76204360781739,17.01120814352174,16.12328627424348,16.573389305904346,16.622798572365216,16.652486388026087,17.053183007886958,17.021645566904347,16.79209946483478,17.12144146458261,16.68632811104348,16.49347224678261,16.822002337521738
112,18.827916537652175,19.11207227518261,19.635736037104348,19.3193212718,19.306484237260868,19.152203016886958,18.651571846826087,19.32135317961739,19.505701792695653,18.73831326388696,19.106541031678262,19.235120625895654,18.818977250330434,19.72470302929565,19.29694220323478,19.1760566654,19.836093441078262,20.367258134486956,19.615951132626087,19.193797690947825,19.528948980286955,20.263565136913044,20.163107901095653,19.12002213015652,18.99199035577391,18.67620017833913,19.187658466513042,18.99188723721739,19.88097412151304,18.809637567026087,19.406066664391304,19.095957604173915,19.47223113144348,18.782869669756522,19.317059585095652,19.45436071172174,19.78143215078261,19.51263338427826,18.92405889686087,18.884798911721738,19.422125624052175,18.859788955678262,19.3950559338,19.234089148495652,19.312214614191305,19.109430897060868,19.212234752226088,19.20832668018261,19.018622033095653,18.977938561417393
113,22.073145294713044,22.327313189626086,22.338729399791305,22.37748573481739,22.078973939973913,22.149197080408694,22.18945987762609,21.812294248939132,21.37390037870435,22.191076147373913,22.44598222284348,21.768968896895654,22.5176099742,22.75952801241739,21.566610900286957,22.06872450453913,22.508053756608696,21.877853562965218,22.759785409191306,21.55159438209565,22.05381858846087,22.348833904260868,22.136273646686956,22.59476835675652,22.200633852069565,22.793115006008694,22.06033981475652,22.375614304365218,21.865569612486958,22.77078842721739,22.551253473191306,22.861310048686956,22.05472029027826,21.83287965232174,22.802322215,22.486803796626088,22.15736081181739,22.61349117878261,22.203152501399998,22.321002369826086,21.56137035972174,22.6049086356,21.6124830088,21.784602265686956,21.73447772586087,21.84979647613913,22.37051353793913,21.855058651947825,22.1363772352,22.51685662375652
114,25.969839723,25.754321038165216,25.750779276678262,24.947801925304347,25.60119492532174,25.580522757704347,25.82579026475652,25.43373811223478,24.950246364826086,25.9936409556,25.82735457426087,25.969152558173914,25.188700013043476,25.679328654947827,25.082027775286956,25.980844546269566,25.142324776034783,25.79674473658261,25.684969153756523,24.476528734643477,24.747682974486956,25.942814027130435,25.895499149130433,25.194323859730435,25.91457328855652,25.52614950253913,26.769515568869565,25.41122460641739,26.428182252478262,26.044370710226087,26.01891453658261,25.22610215178261,26.305736076991305,25.453743815060868,24.793021274173913,25.915891615730434,25.3773498984,25.283032339930436,25.795471151852173,25.672393425252174,25.676026262913044,24.95587316252174,25.986235032904347,25.912628659860868,25.293601419808695,24.887529329460868,26.014741869191305,25.366186435652175,26.012895947104347,24.45793021182609
115,29.689843145034782,30.07342565986087,29.16417773776522,28.999435321226088,29.360686622026087,29.6311233214,29.3037701612,29.234009369869565,29.561894143869566,29.52846203224348,28.976699355182607,28.74763006166087,28.804895559269564,30.110839035217392,29.523130347382608,28.06706039435652,29.461422301652174,29.172424964834782,29.90570134084348,29.748457818052174,29.857298265408694,29.202192344921738,29.959430959930433,29.5311242398,29.407195418391304,29.010992985130436,28.988357026208696,28.543111512373912,29.94564024707826,29.06484070775652,30.01268549152174,28.422458537904348,29.637346714869565,29.660256597913044,30.092502810147828,29.80248683844348,29.28064314881739,29.501230577773914,28.772983231086958,29.79154361126087,28.724192148156522,28.8231055548,29.38223993129565,29.18361669167826,29.99930995018261,30.139521268008696,29.23186617067826,29.453410528965218,29.3344942644,29.574194748652175
116,33.983060634191304,34.16034827355652,33.95283829093913,34.431482305973915,33.93957385365217,34.53088025312174,33.279390008347825,34.52825340097391,34.439341490947825,33.120445414756524,34.59339560233043,34.34670731002609,34.53483724274783,34.25991182509565,33.6259937972,32.803241072191305,33.0750775932087,34.97144321082609,33.89866150965217,33.45548100353044,34.01283912931304,34.39189648492174,33.82534384655652,33.948595805547825,33.80558546911304,34.26012016261739,34.46031414543478,33.37362487227826,33.850466168869566,34.14366483494783,34.571685406895654,34.495598804434785,33.34128966827826,34.05578436169565,33.38322197456522,34.15224977952174,34.63534034886956,32.32222855344348,34.30170507075652,33.56531392636522,34.06117405438261,33.478219442843475,34.51068898786087,33.940641235313045,34.18512572808696,33.514555100391306,34.26287662701739,33.603254934965214,35.20823888773913,34.047538842573914
117,39.56473019253913,39.55960158569565,41.424094579304345,39.65561289590435,39.07665628685218,39.120173549026084,39.08245670310435,39.39871757030435,39.3204279827913,39.22608607524348,39.894051719808694,39.380443206939134,38.5493999854,40.095903840669564,41.228931622660866,38.91295024052174,39.97699694242609,38.491772696478264,38.324761910739134,40.1879798490087,38.50556075377391,39.265259094791304,40.019980105069564,39.472064053513044,39.1829054889913,39.09936437088696,39.358525110539134,39.94372045164348,39.588848988286955,38.45513261854783,38.333871733539134,39.55506004433043,39.3260486735913,39.702320075869565,39.28463026808696,38.98263034486087,39.62199372867826,39.60667454752174,38.69179889886087,38.72716437199131,38.94529210357391,39.41551150015652,39.5743069568,39.517779264547826,39.089346075026086,39.606271345834784,39.4873390444087,39.91828867318261,38.426133598713044,39.63563679724348
118,44.494017726834784,43.99016987932174,45.251194415860866,45.13654902253043,45.95317841406956,44.75462899753913,46.07006802675652,45.58722285056522,45.02125987884348,46.09259310045218,48.18408543089565,45.12536323924348,44.57215819237391,45.73317349889565,44.65442124978261,47.113454131,45.060904999608695,45.64967363529565,45.93184955673913,45.71273488155652,45.58313822684348,46.30653710753913,45.78170803088695,45.250168868469565,44.47537407041739,43.92801936905217,45.68007401414783,45.61872218592174,45.626214401852174,44.76709474209565,44.34153329368696,45.50614782332174,45.0832427226,45.120623162173914,46.31040349141739,46.273482691730436,45.751100596347825,47.85346867713913,45.605164700252175,46.115007104017394,44.83959439582608,45.988324640173914,46.06817575546087,44.76940671143478,45.71029119578261,45.23978352158261,46.045861774469564,44.174291481034786,44.71185044227826,45.17608012404348
119,54.25401502209565,52.546239422347824,54.44664075638261,53.13490232566087,52.6556544532087,52.90440065989565,51.80827277158261,52.27010935747826,53.15506203201739,52.635155694086954,51.792200860791304,51.47439630168696,51.88071357967826,51.31603164028696,53.29427521132174,53.01958643279131,54.50562409442609,52.75212826735652,52.74738166258261,50.72196087853043,50.645599435530436,51.78206784521739,50.49099867208696,53.81822523852174,51.04721365951304,52.57598578191304,51.092073897521736,53.32649956022609,53.132676402713045,51.89424181570435,52.55829786832174,53.45051890564348,52.57273114001739,51.36014209998261,53.87698948389565,53.139755472217395,53.2010925564,51.14808763226087,53.689672727973914,51.81571814096522,53.551312972478264,52.41730691837391,52.709527951113046,53.09146171813913,54.54360052447826,53.37645684918261,51.84780480893913,51.987616818339134,52.14781439716522,53.21710119036522
120,57.89078484125218,59.725051501652175,61.137041012765216,59.339942073626084,61.07880379553913,60.36039206467826,60.02403028086957,59.81750510758261,59.43920857671304,59.81856836291304,61.23080552314783,58.50217353750435,60.64596079045217,62.07338303161739,60.16807246373913,61.77407997758261,63.11699850382609,60.36936139175652,62.938973008695655,60.34617508648696,60.66629357059131,60.46234722773043,61.400348714443474,59.49311075941739,60.6834104798,60.737234696530436,59.05231415877391,59.776786565391305,59.777280626086956,59.77999640065217,61.56023909735652,59.558995208956524,60.31583732851304,59.144449913104346,60.18681040021739,60.688975034104345,61.04674367610435,61.57140222610435,61.50460663166087,61.972697305704344,59.118938465304346,59.69208607520869,60.77320927880869,60.456932212695655,59.751826726252176,61.18524527390435,61.16550800888696,59.84611422361739,60.6995741502087,62.398647267686954
121,67.82515057422609,69.1285651632,68.62776319636522,71.06054839880869,67.9110330836174,68.90041243586957,67.50439323666087,68.13446986102609,70.24594653729565,68.83377164825217,70.18475445655652,70.9943774452174,69.37935224555652,70.55164265545217,68.05140805837391,71.12885781322609,69.72714074315653,69.51344627051304,69.90128485102609,67.80291205989565,68.78655126106956,68.92292890354783,66.51714289896522,68.14802001986956,68.6865159620174,69.88744225491304,69.60153352173043,70.24670296025218,69.94063608888696,68.98864854838261,70.43819970191305,68.6584460290174,70.43378192825217,69.70731107133044,69.87457723359131,71.35492059645217,68.86571460303479,67.46837392832174,68.90782892365218,70.07233595586956,69.8404599755826,69.90165806424348,69.98792911032174,71.79372796428696,69.12113063133913,69.76823422126087,70.06800956982609,71.00680522666957,69.2245477744,68.08053500946087
122,80.36743098717392,79.41792590182608,77.3074924628,79.72592284315652,81.98784119104347,81.45346873556522,83.64267064746957,79.33643219838261,80.39630628831304,79.21551790144348,80.11777092222609,80.25824361292175,80.59506569333044,81.16785796694782,81.84458448425218,80.64893983993043,80.32852106978261,78.43580765153044,79.04947929973913,79.0289878352,79.66207474802609,80.2777523603913,83.34357666135652,79.84550427850435,81.81205643706956,80.3349664836087,80.86822174316522,80.64363206494782,81.90598194704347,80.90575362357391,79.29245713817392,80.15418061495652,79.40573331713044,78.59284006422608,79.56729322088695,80.72596516184348,78.82733162206087,80.6091084469826,79.95421744182609,79.49312202333913,80.6171713113826,81.5396934513826,81.34615184632173,79.68231365850434,80.48374458733913,82.28058389774783,81.90961129557391,79.7159370321913,82.18469300026086,81.08670881938261
123,93.89865478985217,92.0105423864,92.8949826601913,91.72797194904348,92.3396967519913,91.84236644186957,93.77963393099131,94.91340752664348,92.62367482263478,92.57284382565217,92.64979629300869,94.0844322225826,94.39302869080869,88.9006384459913,92.77761064291305,94.32918117106956,93.04937407227825,92.37654147905218,93.23644935822608,92.46260349250434,90.67582043805217,91.04111537424347,94.03248833116521,94.30185391180869,95.50093269747826,93.35576861072174,94.5522994790087,89.74256203548696,91.44076752646957,90.90745915926087,92.09304818311304,93.47280788607826,93.52230536418261,91.29419500315652,90.59049556692173,91.5955376168174,94.82730634070435,94.3632259571913,92.18808588066086,96.21092404331304,93.99120807715653,92.61586565528695,92.43068132208695,91.48982430784348,92.5330149092,90.77700039551304,91.62806301081739,92.22094025122608,91.63818935804348,93.18803324214782
124,107.92885168446956,106.70449623403478,104.42737883860869,108.31075621393043,105.83991473236522,109.21613991662609,105.79949551977391,108.32314831925217,103.54603377153043,107.88302700826087,108.24283049086957,106.81027039726956,105.9882531035913,108.50630382521739,103.9436645517739,106.81451065433043,106.24669630074783,107.8657438187826,106.67613665869565,108.64261246461739,105.0939875752,107.86160227574783,105.96530979502609,104.98714977571305,104.61176993687826,108.61939010972173,108.33224068933913,106.72853142428696,107.74690124107826,108.3941063014174,110.71287727404348,106.00270481574782,108.41053159395652,106.14690626377391,107.30985628993913,109.60753604839131,109.14381312889566,107.9064000086087,107.59762519248696,104.94493929995652,106.9009798686174,106.12762156198261,107.89165076397391,105.54448204618261,107.37208914894782,105.90651462517391,104.25186244397392,109.06646602574783,108.52284420077392,103.45567451780869
125,122.73617485646086,123.85456191941739,125.04286790309565,124.45642981851304,123.3209364824087,124.36319413804348,121.94780882487827,126.38764329515652,127.81114876497392,122.97784717647826,129.03227814668696,124.30093393148695,121.08939115058261,122.40955372864347,125.53810906255653,125.9406481029913,125.98913279446957,124.3356243091826,124.38269697839131,120.77400383751305,124.23274053567826,122.42548856166957,120.52805111306957,124.439989334,124.26439383710435,123.15975790326087,122.89973660386957,125.19451626751305,123.04808951942609,125.19864803338261,123.11659652426957,123.97841715633044,122.32320950963478,123.45019335830435,126.11793292948695,124.06457202309565,123.63870223807827,121.99110173746087,124.62794925126957,123.11285932150435,122.57214702066956,125.50008930311304,126.12445102673044,120.66933695112174,124.49725859171305,124.75755267656521,124.25569625246956,127.06712091426957,122.97218267183479,123.19541506213913
126,144.35836814975653,143.5880636773913,142.74721833525217,143.5533601998087,143.97439455351304,144.23116758365217,143.45996060603477,144.76752811633042,145.37497838233043,145.26992001438262,148.37066147794783,143.88816267982608,142.16574358881738,146.88430736055653,144.70981603467825,141.78939269768696,140.30980276003478,143.9452917394261,143.1078745583826,141.9826608758261,143.22521557434783,141.95064619246958,143.95042798768696,142.56248720786087,144.19049771502608,142.60128290833043,142.7404303069913,138.22049015502608,145.75910027311303,145.5690698125913,142.3742835416,140.3580032953913,144.82288290747826,142.58473872869564,142.54242865655652,140.83183189812175,144.4906566671652,142.26392036415652,141.25051414346086,143.2203023146087,144.21702840128697,141.68206917314782,142.84053194053914,146.10599555756522,147.29152028504348,145.89899764473043,143.52569977386088,141.42060760638262,145.9844730216,146.16622695229566
127,166.56342295556522,163.58287981356523,164.07124884669565,172.00159293052175,168.4998216612174,166.02727456895653,167.44795345078262,161.364126672,168.62762126886958,166.55003008991304,167.5888141904348,165.88808225782608,166.2933138098261,164.00411544269565,168.05003992165217,166.7999460858261,163.54093380286957,166.77754663330435,162.49748449365217,166.65307154669566,168.5903809807826,169.11428569173913,171.87602522069565,168.86261922965218,162.11686935095653,164.90252877234784,169.25220917304347,166.17212813904348,163.69794271852174,164.35338764295653,163.9567653604348,162.61216648095652,168.21844590591303,161.8185816567826,164.30611841808695,166.2076780147826,161.9648458535652,160.4661215913913,167.38343458669564,166.90933568026088,164.43029518765218,166.04614509113043,167.1342733432174,169.40010026226088,167.43939963243477,166.9438644269565,168.58854425913043,162.8526740984348,161.32220182426087,166.31012572652173
128,191.86990762113044,193.91192161086957,189.77086387765218,191.94994044052174,188.79908806495652,190.69645504591304,191.4466628021739,187.62574508530435,196.36447246652173,191.24658318634783,191.2306363358261,195.02226033773914,194.07572252078262,192.1061615438261,194.0620781152174,194.72837712530435,194.09448068608697,189.53926327191306,195.00363426730434,193.1568934492174,196.3783441129565,189.52998014634784,191.58253044417393,190.8116444332174,187.86668199286956,192.82294015930435,191.57539737547827,186.3906296713913,190.2428153136522,196.07991916860868,188.95019901008695,192.65726860826086,189.86802329869565,187.2001930012174,192.18107805243477,191.5860604867826,186.19242303930434,192.07471038173912,195.7086691606087,193.61258399313044,194.77271129913044,194.02030728495652,198.03248199434782,193.98510809321738,189.52047494478262,192.83174930347826,191.32668790443478,192.12515129591304,192.6526163270435,195.25481178434782
129,223.5280426966087,219.78263734834783,223.69876153252173,218.57192614434783,226.01997676947826,224.84772284547827,223.6027196286087,224.43728240486956,224.04001584034782,217.475810356,221.5605423224348,222.0733543249565,222.24382218808697,216.6166500655652,217.65299760791305,220.81801823556523,228.6441005827826,221.242448314,221.74034802852174,222.76724337365218,221.79033298791305,221.2683848693913,219.78685829765217,221.42292989034783,224.3361611395652,222.32210177069567,223.26531705295653,224.2207303010435,225.19153871078262,224.3109499770435,222.36584468826086,228.35152059652174,222.79952139573913,219.51468921904348,225.27686960026088,220.1635475690435,223.21288287956523,223.42721690591304,224.51113456026087,221.36010788747825,221.46590951165217,224.10933876895652,218.69147892452173,223.50797970652175,221.45748130730436,223.47809950930434,227.60812129965217,221.28102093843478,222.84144484591306,228.27938793156522
130,262.22192015913043,255.69957302495652,264.0745672218261,254.80233617895652,250.12907871773913,262.18303362991304,257.82765967208695,259.5792895983478,258.789970948,257.9245274855652,261.0648971736522,254.81695138008695,259.23075811452173,252.9012926207826,258.8983123935652,247.9989448926087,253.50751254965218,255.4887074650435,257.13320221600003,259.5668052528696,268.7287506046087,258.65932489008696,255.85232740043477,257.30550192286955,254.63966310713045,252.96063668834782,254.72338037,257.3189476133044,254.5997331741739,256.34188981565217,254.65949137895652,257.80589969286956,257.40674599347824,258.792991835913,257.24799037226086,250.74306867130434,252.2537355046087,259.439807373913,259.5276751586087,259.89501364295654,262.3833477658261,261.64865371634784,263.04863371234785,262.16284233330435,247.88491436391305,258.4026368218261,259.8776538747826,250.3087334669565,260.57746116147825,261.8672041196522
131,297.56315173730434,301.2368646695652,291.10637951,300.47936455913043,297.3246458713913,303.5097790757391,295.26342473113044,297.9352722352174,295.3478107561739,296.1442753722609,299.0632122728696,293.7573994533913,303.99929642452173,305.7697859249565,297.1227102024348,304.1860422313043,306.2611229349565,302.912054206,293.40018765034785,295.9438920773043,300.45825124826086,298.3888482836522,298.4937751233913,301.35141852739133,297.4505134852174,300.91602662608693,298.1035546151304,296.6834330716522,297.0206798053043,295.9947106806087,307.93941155591307,287.9115983309565,300.6774241518261,297.1006463972174,290.7563175947826,290.658999078,295.83467008869565,294.82306575452174,294.34929717513046,298.28831934704345,300.3077096668696,296.7867174089565,303.75767171495653,300.7794387329565,297.6648373624348,290.46703678443475,293.76502154147823,301.1691206826957,289.6718529192174,293.42934672773913
132,336.2815655229565,348.5665537704348,339.5214125452174,337.25473157704346,341.3728701494783,352.069704326,346.439323463913,335.3070621306087,341.47236623286955,342.0915364713043,343.8997639488696,345.70512643730433,346.4091183753913,351.25085703086955,350.24618663591303,345.00574668904346,345.2275474397391,347.95254917808694,349.3557119220869,342.78735780713043,339.8977808357391,340.51358651269567,341.2033900701739,344.7152492212174,348.14776678730436,338.6401582607826,339.8049220470435,350.70513935808697,350.89422826365217,348.39794904252176,347.08406885426086,344.30108858886956,344.2742295106087,335.5139835754783,347.6092857292174,342.548792547913,342.66845449608695,346.24650528530435,337.86523179521737,333.8190813055652,346.71040611069566,344.6872103606087,345.0218003831304,343.0989633872174,351.836568318,337.7796136416522,343.92991549686957,350.4172709376522,351.7198398058261,349.1612552153913
