Time,Estimation_0,Estimation_1,Estimation_2,Estimation_3,Estimation_4,Estimation_5,Estimation_6,Estimation_7,Estimation_8,Estimation_9,Estimation_10,Estimation_11,Estimation_12,Estimation_13,Estimation_14,Estimation_15,Estimation_16,Estimation_17,Estimation_18,Estimation_19,Estimation_20,Estimation_21,Estimation_22,Estimation_23,Estimation_24,Estimation_25,Estimation_26,Estimation_27,Estimation_28,Estimation_29,Estimation_30,Estimation_31,Estimation_32,Estimation_33,Estimation_34,Estimation_35,Estimation_36,Estimation_37,Estimation_38,Estimation_39,Estimation_40,Estimation_41,Estimation_42,Estimation_43,Estimation_44,Estimation_45,Estimation_46,Estimation_47,Estimation_48,Estimation_49
66,147.94818646304347,153.14811867695653,151.43444574784348,146.15790751846086,150.37412866505218,147.45656363453912,152.0588206932261,151.62735137295653,150.45751105505218,153.22257363426957,149.07948614,152.9357575561826,151.7405216798261,151.1580037447826,145.7917968529652,151.99219975332173,149.14297523695652,150.98483745548697,149.60920727974784,152.07763974644348,148.1700496198261,153.49027528566086,151.31942352332175,151.8461415400087,151.78213512853043,153.44067442852173,149.27359880401738,153.1781082443652,154.1386045626087,147.4538301348,155.1858090764348,149.38153467286958,146.7366003852174,151.77634075104348,149.10969223672174,153.71234741147828,153.71049936234783,151.3420009501826,150.0755908149739,151.5159913195739,148.6497417850435,152.43047208513045,150.16719158679132,153.92934331435652,146.82685600766087,150.3475861408,147.6516125880087,149.1786855520087,150.77446920330433,152.38957236958262
67,130.0590692584261,132.52261373813045,130.82545223050434,131.77556514508694,126.89138386370435,132.06413497738262,132.00234358573044,131.87198994345218,129.86658820389565,127.41891965937391,131.48877535613914,127.9084437353826,129.9602823803739,130.1943321652,131.73133721688697,126.86612695154783,130.22489989854782,130.26888092315653,128.7676735908174,128.67104293943478,131.15386332724347,132.54067638861738,126.25858552029565,126.8164283021913,133.34654763219132,129.52353595184348,133.09621256309566,126.69710299527826,131.13157641727827,130.30373833277392,132.99543945509566,130.33550539508695,130.5300916948348,132.94808807946086,131.46388512117392,131.0289047118087,130.43396553466087,129.2077793546261,131.89306447727827,129.71158094210435,131.52298441600868,128.17047579187826,129.45311216278262,130.1372076457739,132.86557406595654,129.4237721203739,128.46147736890435,128.61784044053044,128.8423707957913,128.79098748048696
68,113.23873220280869,112.16062506293913,112.26801605083479,114.12135457953043,113.97057410206087,115.09278307593914,114.61164525828696,113.39607679048696,114.0191479813913,111.86548422917392,111.10303152238261,115.00057034012174,113.18796376948696,111.48696876693913,111.95858233585217,111.49665039609565,110.3903179896,112.6106212720174,116.7788392599913,113.99099486633044,113.98154093751305,111.24093636052174,113.47370344772175,114.5585331730087,113.5949799603826,113.04235239008696,110.34749922689565,113.47066912139131,114.51701589345218,114.76247194068696,112.29939925954783,111.55056022616522,115.04111497870434,110.84692943923478,112.02722875932174,110.46984121061739,111.08468247390435,113.5420665569826,113.4291740962,111.76662004306957,111.45005468788696,112.75370925046957,109.92302446243478,113.64580391713913,112.73036772426087,112.56688521692173,112.76228850166956,111.16272673498261,109.83390977765218,114.79228348677391
69,99.13402433331305,95.27427208795652,97.17927454627826,94.32217575350435,96.28784775334783,95.52926295271304,95.52513438205217,96.66009516729565,94.15706541730435,99.31611986966956,97.65658286793914,95.32245069797392,99.06292148544348,98.58808374670434,97.55151027832174,97.49821542773913,97.88780988752174,98.42093464282608,97.1658901566174,94.16518441742609,98.56553027685217,99.53126222634782,96.28367600946086,98.00442353461739,97.4120453315739,97.91735875740869,98.1052521374174,100.65733971963478,98.6498141988174,97.52637013776521,98.20937567784348,97.66230143413912,97.33750753226957,97.6917534924,95.89240715506087,96.03705148007826,98.08629140909565,97.19042800213913,95.93617616158261,96.20873398388696,98.12214505296522,98.3439066629826,96.14130090298261,98.10159141533043,97.17026654706086,99.12887257689565,97.66090608244347,95.89522174051304,98.1491351591913,98.63557252853913
70,83.85823767986086,85.74994799126956,83.64087351202609,83.9549985421913,85.07645649490435,86.75344587137391,81.97718510756522,81.77427757893044,83.50679358514783,83.96383754624348,84.1537370870087,84.56666190336522,87.07770128254782,83.17693071033044,85.81534275928696,85.46160543097392,83.59866075255653,85.75680106112173,82.34261006415652,83.19334009429565,84.40621341614782,85.85027234470435,85.15793293493043,85.67772996206087,82.93389060768696,85.60177688955652,85.84631599976522,85.07694437176522,85.29272229129565,85.7971264875913,86.06932946928696,84.7180433371826,84.16504517627826,84.73551755842608,83.39582672905217,86.21300297204348,83.85350309820869,84.02084435508695,85.0793303877913,85.22352921847826,84.55462968446086,85.45447856426087,81.06997251527827,84.91758401103479,83.85124771873043,85.38426764950435,82.45332923517391,83.31246290304348,85.83090380833913,84.67315763804348
71,73.01368013429565,72.83671796446957,69.0909590146,72.56293432631304,70.74304957667826,72.7054311394087,72.71118238605217,69.70373983533044,73.26801063795652,73.19919121221739,73.56515298368696,73.9328957355826,71.06787502407826,71.81455378705218,74.5422664473913,71.06816290464347,72.12806730673913,73.85416378161739,72.86515859527826,73.40356891454783,73.00442971897391,73.16398325194783,74.57348101334783,73.95664466671305,71.42642318654782,73.37260166334782,72.74662916572174,73.07276778962608,73.0758806930261,75.04604922663478,72.11931960585217,72.98596538847826,74.29337305278261,73.83103996322609,70.8526612588,72.30241683008695,72.72737090576521,71.10228726825217,73.5495165183826,71.64481100964348,71.45257874494783,72.73045150967826,72.67085769767826,73.68039637873913,72.67434649362609,72.92658743673043,71.35881198831305,74.20394669229566,74.77761858737391,74.67154629713913
72,63.81803887402609,63.122246428434785,63.940563468243475,63.375916470086956,62.977281868408696,62.9148947710087,63.474054674608695,61.851298937791306,61.702800287365214,63.088838336930436,63.59464015994782,64.18185860496521,61.10988036949565,63.630498331669564,64.04085843,62.30273774265218,62.6830347508,63.10659706381739,65.05144868902609,61.73581571167826,63.338136873356525,62.94467640511304,62.28564153625217,61.79733249,62.55875202530435,63.60066625093044,62.55983889204348,62.92873880618261,63.355143074304344,63.08152492891304,64.34948655791304,64.63826917873044,64.40674214457391,63.72835275429565,63.09988383150435,62.040202446721736,64.81190306749565,61.550807171686955,63.22045540101739,64.07540164531305,65.59914068529565,64.35576327546957,61.89120506125217,64.16380254449565,61.72133077013913,62.59768270146087,61.73483271131304,60.423020551017395,62.7954128261913,64.21225488725217
73,55.28026937747826,54.094368734817394,55.464764162504345,56.16076302151304,54.372704097686956,53.59647367735652,54.100722855495654,55.262215561113045,54.77776053806087,53.687867215469566,55.044928376530436,53.80083825592174,55.911472558347825,54.814870786269566,54.45305665895652,53.964496199139134,57.119587975278264,54.13427271921739,54.68612786264348,54.263269479756524,55.626834571286956,53.54689633711305,54.960942830747825,54.49064747371305,54.62665371887826,53.55564985749565,56.26274598530435,55.42910106055652,54.6117887092,54.65726211574783,52.60661686194783,55.45908830616522,53.65431626093913,54.235210270252175,53.46495350432174,54.11209001393913,54.19195282126957,53.95921436761739,53.678198773591305,53.512767774252175,53.77072966869565,54.2185082704087,55.68610213653913,55.599597246243476,53.802886596095654,54.76370906086087,54.98757978952174,55.043423601347826,54.925694723304346,55.53876391486956
74,46.87059931310435,45.942318377382605,46.998861071608694,47.07150314306087,48.040380133991306,46.46646630108696,47.1392101506087,47.27238785379131,47.71325123737391,47.49078758870435,47.30089735164348,47.38833411372174,46.72495198213913,45.577362612608695,46.87557029356522,46.730775092895655,46.49345064195652,47.102851634834785,47.07795884152174,48.05054982475652,47.65096877650435,48.87569141542609,47.427545008034784,46.575671731634785,46.72987607707826,47.12846053538261,47.89871945914783,46.53425647231305,47.09455146985217,47.15411128353913,48.89420978277391,47.00174664299131,46.666208465365216,46.297613956991306,46.77843684453043,46.1822313830087,49.146426486069565,46.727853312608694,47.72671206492174,47.55569264857392,46.987681763034786,47.55076498896522,47.06298681443478,46.95914026683478,47.983081869173915,46.966770396095654,47.187925762739134,46.81519033798261,47.34247828554783,47.55225728407826
75,41.491291670208696,40.48247989618261,41.39560080769565,41.05489128094783,41.184889363973916,40.57551675588696,40.33545226812174,40.89240437896522,39.934246164026085,40.79767772867826,40.24395756144348,41.27734936295652,39.76994494975652,40.35157315835652,41.25173264267826,40.018041566052176,41.23936995707826,40.51671818274782,40.24413333759131,39.69284443936522,41.700501534947826,40.74390388553913,40.26316479089565,41.04747188354783,40.85911853389565,40.7090776156087,42.08139635138261,40.51481192060869,39.836867941,40.028700761,40.622223472104345,39.74484723359131,40.99366146708696,42.08517838036522,41.002671296765214,40.73175506605217,41.15923409873044,40.071860320695656,41.33899306413913,41.48028737899131,39.76866679627826,41.19645193564348,41.69448511426087,40.823616523486955,40.02477604923478,42.06140402218261,40.14134786832174,41.552424502278264,39.939567885791305,41.3588973656
76,35.045521845434784,35.5580958889913,35.459090225869566,35.381933485191304,35.80902434578261,35.47883705226087,34.95764488578261,36.19121881695652,34.62948257113044,34.97637063297391,35.28980268098261,35.285411208156525,35.407964382547824,35.94863975138261,35.40741278350435,35.47807358407826,34.56197654077391,35.31712596468696,36.051518389686954,34.79108558414783,35.384558848513045,35.187406381469565,35.111515800452175,35.36387395701739,34.34911385986957,35.67960107233913,35.736091076852176,35.1393892556087,35.232652707130434,34.997416573313046,34.37628876565218,35.78366807601739,35.612308221086955,35.85257105892174,34.566510307,35.60921692696522,35.1773282168087,35.332299639556524,35.4589842992,35.37215691055652,35.665343546895656,34.02030109553913,35.79230686577392,36.174626607895654,36.02140208058261,35.48200577786957,35.45644205824348,34.644992702869565,34.38432675672174,35.542441846069565
77,29.889196414408694,32.06263114721739,30.931498807226088,30.618507662017393,30.681322040469567,30.16084510478261,30.403476608347827,31.040429492817392,30.296040020147828,30.193712028130435,30.066575937043478,31.129097224895652,30.132173510252173,31.261758442913045,30.915022126991303,30.799924479052173,30.331447983069566,30.10950564993913,30.501825801713043,30.86192175789565,30.613085618878262,30.033768056808697,30.741937181469567,30.686045695695654,29.89815456786087,30.46158872052174,31.717055119773914,29.896846850913043,30.711904561521738,30.35882583367826,29.743241270382608,30.865443687078262,30.04936860992174,30.174680903417393,29.679569397669564,30.654910483982608,30.33079088207826,30.133130031730435,29.962042141886958,30.170564871608697,30.74488040687826,30.540156569626088,30.534643116991305,30.765849076269564,30.82478272375652,30.867687391765216,30.80490912853913,30.29444065852174,31.252357889626087,29.58326193856522
78,26.093154745408697,27.18742916662609,26.806425091965217,27.287974716869567,26.916921305643477,26.136400334686957,26.809771717591303,26.75058294586087,26.26560763893913,26.04484096798261,26.38361706556522,26.70411862233913,26.32050618655652,26.843056701634783,26.228846377147825,25.672704151252173,27.214378425843478,26.47343016801739,27.57662705572174,26.55766884066087,26.259056418991303,27.083013482069564,25.860688725686956,26.79278398641739,26.075517555208695,25.994344159130435,26.38996260263478,26.92641815333913,27.000156758669565,26.456491755182608,26.58971488232174,26.56090082262609,26.803067731086955,26.27195323490435,26.60024262161739,27.060083345208696,27.105192691860868,26.984911879147827,26.78329623007826,26.42431986224348,26.448317732043478,26.200357170147825,27.091415664913043,26.50051402467826,26.93420991178261,26.00870304909565,26.49103725827826,25.67874971553913,26.93526962767826,26.611313384252174
79,22.2224712684,22.924468114069565,23.051848514469565,23.120945657104347,23.570679569191306,23.16203034166087,23.20265304064348,22.724832291452174,22.853883663286958,22.803904902913043,22.474091880243478,22.791377649069567,22.99018009478261,23.053167381886958,22.805480937834783,23.27171792067826,22.964287888626085,22.988546850443477,23.21980893192174,23.140378001217393,23.39110963632174,23.22150261455652,22.782992119260868,23.33666799983478,23.05074862709565,23.196155486365218,22.42577826532174,23.071251054252173,22.78480202532174,22.75667869864348,22.996568876269563,23.104465036452176,23.028210620095653,22.718624284130435,22.764573833330434,22.730527460452173,22.418811261747827,22.265200045904347,23.028297728547827,23.372908399269566,23.185617754165218,22.55176080821739,23.388687180034783,22.12266857275652,23.215244995930433,23.225588424626086,22.937230939713043,23.09867309355652,22.92064035533913,22.901974693513043
80,19.476551514,20.27998461263478,19.55341055330435,19.442200603704347,19.74719996326087,19.41755360172174,19.748997754173914,19.89125451153913,19.879232643373914,19.86630447986087,20.16009394041739,20.19012598652174,19.60301260381739,20.04685107413913,20.066130643947826,19.758126371252175,19.53161251390435,19.419179413913042,19.396097093269564,19.63752328258261,19.601583943234782,19.649631310695653,19.823006091530434,19.618577319852175,19.47906615173913,19.93141417962609,20.1952867472,20.458601314947828,19.612305703495654,19.171018858252175,19.325826050452175,19.80405642026087,19.75881255287826,19.993612732843477,20.224449405965217,19.894806589330436,20.776734826443477,19.81146312290435,19.99471486255652,19.49325145581739,19.634390698234782,20.270473577269566,19.860385856252172,20.29853252657391,19.58439932532174,19.77334480929565,19.600551824869566,20.037596151095652,20.143320448,19.814172942113043
81,17.272050671852174,17.17708199230435,17.50859407953913,16.937978130973914,17.191352843121738,17.443944532973912,17.530383006869567,17.29418789513913,17.50434892986087,17.347552497495652,17.098948226330435,17.024182827286957,17.264348787452175,17.216769529739132,16.91400063826087,17.53418272,17.68139958486087,17.273243805643478,17.19834204824348,17.40979415338261,16.933563893347827,17.183212865269564,17.27582652798261,17.234160671608695,16.876189596869565,17.127249661486957,17.004823226243477,16.787980777356523,17.128710779982608,17.283429028,17.01514303513913,17.037818324869566,17.01256530366087,17.574508191086956,17.207070149973912,16.930273560808697,17.22024893418261,16.95343803326087,17.484372695356523,17.310623859504346,17.364870719547827,17.226313974843478,17.179423667582608,17.188371312113045,17.454337793608698,17.101217470217392,17.160711469513043,17.52048778326087,16.889967203269567,17.122971684486956
82,14.441561657146087,14.667000805569565,15.083964803747826,14.544585302950434,14.637554929671305,15.147602330057392,14.64769855112087,15.032055814613914,15.042858992312174,14.952870699909566,14.790142303987826,14.761939053889565,15.068418275252174,15.198876091437391,14.852633425793913,15.062569748306956,14.292958387926957,14.784811076506086,15.314498882689564,15.311719233428695,15.112575761324347,14.776697114155652,15.279639786356523,14.789718004173043,14.812220991666088,15.132026086953044,15.025117226266087,14.859389277555653,15.120287792990435,15.09883477954174,14.432456653433913,14.82010528676174,15.242115098196521,15.230449324472174,14.965594721686957,14.827126152446088,14.793867210529566,14.859563893483479,15.018832701871304,15.016812291993043,14.433736568123479,15.179745036556522,14.920755902393912,15.059416609953043,14.865592759442608,15.052257317706957,14.893863948396522,15.151504838202609,14.880253970146956,14.979545291402609
83,13.168974178126957,13.124479698313044,12.789576050762609,13.094407287176521,12.65846670195913,12.895334625604347,13.116755031231305,13.11017438797913,12.80241074802,12.809156575357392,12.599474750189565,12.978434533979131,13.161731330268696,13.011592532007827,12.87251774162087,12.78159509315739,13.005368624103479,13.193593820034783,13.009653912726957,12.583024378510435,12.496357672533913,12.973424248443479,12.693384117484348,12.889417558455651,12.997282532114783,12.992052885579131,13.035978398329565,13.076845704658261,13.179010305931305,12.723329795608695,12.845471284626086,12.997351130383478,12.962497382363479,12.80909196241913,13.259177193968696,13.07629971881826,12.759710709929566,12.94365302372,12.82420949238,12.911411108751304,12.924450696093913,13.295287145506956,12.567922589540869,12.770642101895652,12.674192958066957,12.820447626343478,12.818147689798261,13.124227144787826,13.01527473093826,12.931492218003479
84,10.738511028293914,11.254054768765217,11.34105770553826,11.14407342544174,11.19183497809826,11.211377536793913,11.314681297466088,11.09166269002,11.265131829396521,11.155017620147825,11.11641930870087,11.287169537651305,11.32028866884261,11.17511546827826,11.343696261453044,11.20001083297739,11.241945523647827,11.336663483262608,11.150158117603478,10.996461552902609,11.220356484145217,11.25498003831826,11.346091705052174,11.27203018481739,11.074955340857391,11.561919930325217,11.055139522206087,11.190999565790435,11.095745215074782,11.0340966492,11.033954189481738,11.136726788689565,11.159558580572174,11.504990760018261,11.18422684162348,11.232410461814784,11.210404128177391,11.231772483205217,11.560897609084348,11.409283225311304,11.260026884268695,10.731459577327826,11.335172038501739,11.35463146971826,11.084696234266087,11.113100260483478,11.09244665840261,11.368752909906956,11.243862773870434,11.097446720750435
85,9.59148917776,9.604224518096522,9.685897222726087,9.631813021130435,9.834743064902609,9.85548113898174,9.761251520523478,9.883809889311305,9.834621671324348,9.506649557169565,9.754109711486088,9.708792428229565,9.533983092161739,9.66761457907739,9.731918627998262,9.681240692656521,9.692472389182608,9.705968702641739,9.708412210664347,9.845448007775651,9.464609428337392,9.657184774247826,9.784672108735652,9.582563271268695,9.80479137356087,10.120719602405217,10.011492875749566,9.748156253184348,9.608382382768696,9.600227151537391,9.896825984523478,9.901892307734782,9.640881198953043,9.644437760433913,9.619202412368695,9.73229507309826,9.889031203308695,9.633856089034783,9.64810948965913,9.79375787667826,9.84752443209913,9.721089711063478,9.838245409931304,9.786222437793914,9.648259628027827,9.759264165552175,10.064644137673913,9.687448809848696,9.66092872676087,9.811299826777391
86,8.666922779150434,8.485089627084347,8.452412773074782,8.655911060073043,8.665568681552173,8.546145940602608,8.42458904071913,8.796993405035652,8.436826458588696,8.562264803433914,8.46813473839826,8.665798896426956,8.61801647167652,8.588778628671305,8.594510623136522,8.585548068689565,8.50736902064,8.459124233032174,8.485103580377391,8.575022926033043,8.504170776674783,8.240394317939131,8.548867227078262,8.416424544281739,8.740393841086087,8.479478299775652,8.579287989054782,8.550885758387826,8.547630389540869,8.482813007773043,8.627132928149566,8.70222797339913,8.495350344014783,8.440696680596522,8.64421792067826,8.666173464766088,8.542582579675653,8.610837746221739,8.60184055764,8.528847665685218,8.278849767611304,8.331329530536522,8.786342554506957,8.590789381697391,8.571433785384349,8.69689465763826,8.521523826752174,8.65882408034,8.662988874603478,8.723859107436521
87,7.505045771771305,7.449176749053043,7.283495802791304,7.496547062572174,7.354265905468695,7.593989312482608,7.399354093002609,7.4178886322,7.583452188055652,7.702226331764348,7.364829534539131,7.621612542339131,7.6434883832486955,7.420537983210434,7.527580056735652,7.26825958586087,7.68228614027913,7.594366224960869,7.379522233128696,7.51835629276,7.442268098232174,7.583972172843478,7.452232812879131,7.55593261226,7.493023721557392,7.591955774901739,7.41851094748,7.442103384857392,7.454512867203478,7.581760380173043,7.481796082775652,7.536754752634782,7.450216296277391,7.4108668157652176,7.47907841923913,7.384569392090435,7.495132604986956,7.628371593132174,7.50899912866,7.290659470442608,7.494620175046087,7.453445932571304,7.439242126693044,7.571572696275652,7.406623361134782,7.4500088725895655,7.592058245966957,7.486685547946087,7.465087788904348,7.76762587340087
88,6.598231102321739,6.714489187335652,6.68148353219913,6.659379706619131,6.769766021512174,6.685913892150435,6.752197864225217,6.7003072022469565,6.54119570212,6.410581787416522,6.86068836198,6.6388203158652175,6.664195461513043,6.466393163439131,6.637741384345217,6.534971344588696,6.685801364280869,6.432150283630435,6.625554904286957,6.667492637816522,6.590632235666956,6.528737451423479,6.437908905524348,6.742612518849565,6.531351644364348,6.633200359167826,6.484645108446957,6.6191429127,6.6953296395130435,6.643590371622609,6.543225142989566,6.709180355996522,6.499127507229566,6.54733487231913,6.607341986970435,6.683502477733043,6.529463862308695,6.6334604401452175,6.5970432471504346,6.5894462588260865,6.582263145266957,6.700633149408696,6.5966400545826085,6.773308636075652,6.577589988983478,6.755371897023478,6.653996527554782,6.563045582726087,6.477571108203478,6.474763215907826
89,5.811623308981739,5.893730578738261,5.973149183210435,5.830525287235652,5.829626572825218,5.785224711874783,5.977198021192174,5.9772430281139135,5.901806052870435,5.895642746101739,5.885183400630435,5.923820133703479,5.8799821290391305,5.721255102687826,5.8096760337713045,5.854038192203478,5.864190516869566,5.872686266347826,5.8806275476947825,5.952668799789565,5.907286127773044,5.977656617093044,5.8386433462000005,5.852141179641739,5.9990311966278265,5.792030286933043,5.812827999277391,5.801477745346087,5.871684416697391,5.858984055183479,5.772958497806957,5.901401791433043,6.077001653168696,5.757216993566956,5.8897704982278265,5.767152166317391,5.777572200266957,5.8900915921756525,6.047459917835652,5.981440535387826,5.953351061612174,5.901980529226087,5.783479400378261,5.867963588176522,6.028502234207826,5.861229818014783,5.764844262453043,5.7984323313626085,5.810292169366087,5.840263118321739
90,5.327093868533913,5.213336483748695,5.21050893634,5.228572847252174,5.273268897730435,5.245458690389565,5.282862475677391,5.28298782035913,5.236308251121739,5.171501446508696,5.2562875730060865,5.299631633036522,5.233483490361739,5.172724295350434,5.229075405249565,5.340480334761739,5.182556706902608,5.224739554876522,5.453806028126957,5.363000513839131,5.233367692476522,5.194126317273913,5.206661714405217,5.210253279163478,5.3329781033069565,5.176340567013043,5.277090552126087,5.213777958629565,5.195534526104348,5.288471325309565,5.329462079153044,5.29023979642,5.320496753404348,5.3234339596191305,5.2873868636573915,5.275300978521739,5.365474816909566,5.2844940391904345,5.252505513233913,5.225166720906087,5.4422914659452175,5.252878226077391,5.252269854813913,5.23631029696087,5.376038345993043,5.441459587537391,5.306610998246956,5.235765844249565,5.2669085929321735,5.2036854802043475
91,4.828185542630435,4.815508532671305,4.839898289055652,4.834793106712174,4.669430778306087,4.830113862262609,4.674539508355652,4.8544239031278265,4.821802608462608,4.719089298023478,4.767929701141739,4.648339811288696,4.8147733061086955,4.651723200253043,4.707311608728696,4.771253616547826,4.759592774247826,4.728744422974783,4.68980131754,4.711004226253913,4.910921285260869,4.808935938662609,4.7490612968443475,4.718551421296522,4.843464098624348,4.6882574325052175,4.739925062730435,4.834666341727826,4.700925471056522,4.695490273408695,4.71193687478,4.763211305091304,4.962410562412174,4.870172466635652,4.80243541449913,4.709210016937392,4.767099875751304,4.680295551906957,4.797882889797391,4.821937072478261,4.842746800053913,4.800060395941739,4.7995922901347825,4.840042197063478,4.713053764603478,4.738002081947826,4.827014335789565,4.755830069849566,4.845277651175652,4.801627270906087
92,4.360658552866957,4.3401908668034785,4.33580143455913,4.416564113588696,4.457025581090435,4.379411902603478,4.455611157185217,4.320152435792174,4.4631151584826085,4.42512136098087,4.390110075513913,4.412795822481739,4.442631165825217,4.4821215034156525,4.5062930089756525,4.374819922931304,4.459242625646087,4.401426453625217,4.515462369041739,4.459755241240869,4.38278072936,4.497745086549565,4.367752226073913,4.464493904577392,4.357399276150435,4.367255320049566,4.4668021819869566,4.285508897297391,4.471088177613913,4.403711225176521,4.343322169696521,4.487410929385217,4.314430728713913,4.399721490325217,4.392452751717391,4.380785762462609,4.411095193277391,4.355677127321739,4.460114733237392,4.516566877008696,4.3978370149,4.367898003217391,4.447803775713913,4.410896947674782,4.440817082864347,4.384409960292174,4.422704805868696,4.557805876341739,4.354158814410435,4.393214346646957
93,4.173357674891304,4.068148041063479,4.143055283989566,4.026870407985218,4.157681107629565,4.133928748367826,4.08273130304,4.254666890642609,4.19182064828087,4.148777958193044,4.053640395334782,4.0428600511043475,4.157273850957392,4.071829965422609,4.02016226228,4.066222195573913,4.171860073184348,4.094857689493043,4.097207092138261,4.04784701008,4.129124908512174,4.203581849158261,4.106283794172174,4.172654450130435,4.113782524110435,4.223592439412174,4.07147129952,4.165511831395652,4.094632555523479,4.147063908651305,4.05817867747913,4.120872797725218,4.168783279598261,4.166804945902609,4.143693947016522,4.219285675111305,4.201424701520869,4.131786545304348,4.151391866313044,4.253546748461739,4.070847613971305,4.078205098550435,4.057367684551305,4.034613880234783,4.15435889124,4.085191422781739,4.147927135831305,4.099361290424348,4.088511262653913,4.145334083095652
94,3.888277189130435,3.931637959912174,3.8481569138191305,3.930460648665217,3.866823274127826,3.888085919091304,3.8565694081208695,3.9228427817513043,3.9163861969973914,3.9730562455513043,3.8556562905382608,3.8244940750660867,3.880215713777391,3.938325705972174,3.9101219638513043,3.880127621126087,3.890798311873913,3.8888435158530434,3.8714765925347825,3.9746238149113045,3.8925916563026086,3.940105016881739,3.853794041136522,3.9354092060869563,3.8198005525852174,4.018411547414782,3.8958047804417393,3.859133248046087,3.8881029662721738,3.8694013407791306,3.9775677968930436,3.820968015065217,3.880109937153913,3.9398568007686956,3.9630015420513045,3.782510852241739,3.8290617523973913,3.940798937075652,3.917445432870435,3.9361160789391305,3.97822900886,3.9396158606895653,3.939430885330435,3.9969995698304346,3.7954008825443477,3.937859263207826,3.8930250627773915,3.8928738393130433,3.9111859441269563,3.8697168611043478
95,3.7805122726304345,3.743026771278261,3.7800886428843476,3.8504352168182607,3.8816727846930434,3.717835321503478,3.75715554704,3.8389615601226086,3.7808028533956524,3.7633148784469563,3.7656055913173914,3.8061595398773913,3.7596650496313044,3.7326819521565215,3.7876402748208697,3.724110406463478,3.793184573832174,3.77464087431913,3.7024391467826088,3.7388791017869565,3.824862977225217,3.690864608550435,3.749940366101739,3.6954262420869566,3.7828269827278262,3.803390584724348,3.7588181963695653,3.7420710873669565,3.880522460124348,3.7741421222365217,3.7260797199686957,3.7898998527452172,3.876863111078261,3.812802243010435,3.751684436146087,3.8310915234791305,3.744245059069565,3.806810939721739,3.6990225737565217,3.7886921101304347,3.7479374791852176,3.8152650602730436,3.7335220170530437,3.740327365884348,3.8053962005782607,3.7851836694373913,3.7933567188382606,3.775643018533913,3.848712825981739,3.7294019260226086
96,3.6780506952173915,3.779686477152174,3.795493078971304,3.7044877049026086,3.7299156054486957,3.747565806992174,3.8191024253078263,3.79854018222,3.738766905974783,3.7315270068113042,3.6807462022373914,3.782147746782609,3.6509323338947826,3.7447613697104347,3.703885355804348,3.6806067501886957,3.7670567250808698,3.721503365987826,3.6933201843191306,3.7725437678582607,3.6877989764730437,3.781347682064348,3.7022484404895653,3.706645293758261,3.6541584522591304,3.6875176786869566,3.7386338361469567,3.765965996526087,3.800944434982609,3.6874054355469563,3.8164450894026087,3.7916199515104347,3.7083637910452176,3.742765694310435,3.668822846033913,3.7941272677930433,3.7779715714347826,3.8046277172765217,3.689377684078261,3.7031697433034783,3.827589297882609,3.7744980911086956,3.7158082616330437,3.7564393957608697,3.7251653151756523,3.753654173177391,3.7938171282182607,3.7210516623565217,3.6200163757252173,3.783858400962609
97,3.760042446109565,3.7480522442991306,3.7245521883834782,3.782884820658261,3.807374789349565,3.784010484149565,3.7724388831243476,3.875936424398261,3.7538831001069566,3.64209788238,3.7788536226434783,3.7355135016130436,3.8060948592269566,3.7698731536904346,3.7902624392947826,3.7908594532921738,3.839811193881739,3.696966853706087,3.926822517350435,3.74877642824,3.8505157426747827,3.7940766525886955,3.798563365230435,3.75689349052,3.760535702413913,3.7801734622269567,3.747231032487826,3.843348189151304,3.753537274347826,3.791827682437391,3.890993814084348,3.705910949572174,3.7481726463330434,3.8020423750973915,3.7366938437086956,3.8670636542756522,3.737331597287826,3.889311407475652,3.8139673835095653,3.7470904853391303,3.778892534657391,3.7964346298686955,3.7051447990391306,3.758625755644348,3.7929138633730437,3.7821112639173915,3.7951800975330436,3.8376145413617393,3.687168613934783,3.7816935766330433
98,3.931906161424348,3.935809060932174,3.9163926144052175,3.893786848572174,3.9141442694173914,3.884440123348696,3.9401444507869567,3.7892846336408694,3.917142893864348,3.9488247745965217,3.8569267938530434,3.9528843626573913,3.773670064410435,4.016839997787826,3.8783702487208696,3.9409625194113045,4.052264219545218,3.9340660448486955,3.9535033432834785,3.9057018766069564,3.810038316447826,3.8695869699634784,3.9260014834469565,3.94458123726,3.95725833982,3.799272550741739,3.9170573119747827,3.947335457794783,3.9207222586147825,3.8544687012843477,3.803404330037391,3.868907750663478,4.022088200195652,4.062806774143478,3.972269196832174,4.087303795712174,3.9058482965921737,3.9058601546956524,3.8713171214591307,3.9066453343991303,3.8681278526782608,3.8332882072217394,3.891535318601739,3.9143401724017393,3.970622917601739,3.8707507485330437,3.897693512258261,3.9500915412269566,3.995289371287826,3.8567636088069563
