Time,Estimation_0,Estimation_1,Estimation_2,Estimation_3,Estimation_4,Estimation_5,Estimation_6,Estimation_7,Estimation_8,Estimation_9,Estimation_10,Estimation_11,Estimation_12,Estimation_13,Estimation_14,Estimation_15,Estimation_16,Estimation_17,Estimation_18,Estimation_19,Estimation_20,Estimation_21,Estimation_22,Estimation_23,Estimation_24,Estimation_25,Estimation_26,Estimation_27,Estimation_28,Estimation_29,Estimation_30,Estimation_31,Estimation_32,Estimation_33,Estimation_34,Estimation_35,Estimation_36,Estimation_37,Estimation_38,Estimation_39,Estimation_40,Estimation_41,Estimation_42,Estimation_43,Estimation_44,Estimation_45,Estimation_46,Estimation_47,Estimation_48,Estimation_49,Estimation_50,Estimation_51,Estimation_52,Estimation_53,Estimation_54,Estimation_55,Estimation_56,Estimation_57,Estimation_58,Estimation_59,Estimation_60,Estimation_61,Estimation_62,Estimation_63,Estimation_64,Estimation_65,Estimation_66,Estimation_67,Estimation_68,Estimation_69,Estimation_70,Estimation_71,Estimation_72,Estimation_73,Estimation_74,Estimation_75,Estimation_76,Estimation_77,Estimation_78,Estimation_79,Estimation_80,Estimation_81,Estimation_82,Estimation_83,Estimation_84,Estimation_85,Estimation_86,Estimation_87,Estimation_88,Estimation_89,Estimation_90,Estimation_91,Estimation_92,Estimation_93,Estimation_94,Estimation_95,Estimation_96,Estimation_97,Estimation_98,Estimation_99
91,4.745062222913913,4.7374169548182605,4.761701403551305,4.694968218268696,4.916775114903478,4.720874815206956,4.738447286552174,4.710960914839131,4.897272768207826,4.781019288277391,4.715915074410435,4.815320441063478,4.8107282082582605,4.96438166600087,4.7603045931295656,4.823759006968696,4.889842635373044,4.695945448376522,4.799666080257391,4.783124797762609,4.814010307113043,4.781943225288695,4.999548946364348,4.821673939210434,4.79122951218087,4.780214725381739,4.72514570971913,4.7037355670460865,4.785580295349566,4.92250845124,4.795902808206087,4.6307156313304345,4.832355126393043,4.807980241761739,4.811341717471304,4.801818883765217,4.811498455873044,4.729593965166087,4.732809795592174,4.829467639069565,4.818771596279131,4.7691687830782605,4.785847826224348,4.729991186072174,4.770116531815652,4.92349999769913,4.797874424450435,4.712201589553913,4.595289527330435,4.827137418882609,4.72739851930087,4.836119075045217,4.882663351800869,4.789229825980869,4.725243082862609,4.9970078254626085,4.947489006804348,4.752720435810435,4.796834620514782,4.918695465105217,4.793416618611304,4.7707864546747825,4.958139451886087,4.749596865533044,4.850210279766087,4.790980578199131,4.754711931636522,4.774022302782608,4.8094315854617395,4.896779755898261,4.86910370608,4.7941592133234785,4.7793398559991305,4.814842749061739,4.833993600596521,4.815431605933913,4.774872187695652,4.777679388797392,4.664789170582608,4.722229968252174,4.71979850423913,4.6701878189347825,4.867562492627826,4.731732837135652,4.811179332770434,4.768733579381739,4.8666990796573915,4.8039881499252175,4.822298490870435,4.859434150150435,4.8017697401504345,4.8119300105486955,4.913241003746957,4.844684729252174,4.823164874538261,4.75805206598,4.772983307210435,4.705464376833913,4.721458784211304,4.856669228251304
92,4.487333167476522,4.327317768415652,4.302179624016522,4.401178397318261,4.368097605133913,4.4569665165147825,4.5556666797295655,4.346604567238261,4.38868731737913,4.5350079635008695,4.450751436682609,4.466293095619131,4.392348787035652,4.40582186168,4.452914223731304,4.423357018312174,4.3276678087286955,4.439019317389565,4.390249566796522,4.301684006170435,4.388446270674782,4.4716176548886954,4.398799398114782,4.408261659638261,4.482391517044348,4.458700316390435,4.447625569187826,4.391113710345217,4.383016692725217,4.372655372716522,4.338103796247826,4.293701296751304,4.401561155444348,4.378514363173044,4.483384166506957,4.469938450331305,4.393066662589566,4.374447671897391,4.4637628906808695,4.341688712729566,4.371867565566957,4.324620726453044,4.45927360788,4.524805003486087,4.2904623496086955,4.435008462140869,4.362067038895653,4.419377698115652,4.421789081085217,4.475498819273913,4.329284159525217,4.458705717501739,4.3278375701913046,4.446177319921739,4.379691336066957,4.453095429665217,4.4610830619721735,4.357928013503479,4.405027859665218,4.485905741463478,4.342503998282608,4.389258001707826,4.478373641846956,4.334141171255652,4.399349444563478,4.404087973913913,4.477587623428696,4.413302201053913,4.4538754228234785,4.442716510786957,4.476593818686087,4.315621529683479,4.4190989174434785,4.370737490805217,4.441345438532174,4.444835182391304,4.5456084046469565,4.3263996609408695,4.40059445954,4.441940911448696,4.359888846186087,4.291232367914783,4.388330366549566,4.446733954926956,4.370179828496521,4.25508724356,4.362521303488696,4.398044311278261,4.321559934306087,4.3260377827486955,4.338897395355652,4.431722511176522,4.398677946932174,4.496096836523479,4.459711167965217,4.450187341101739,4.300896037221739,4.404107155264348,4.268480334026087,4.442464394884348
93,4.148403370998261,4.070590828421739,4.164104842446957,4.076945165646087,4.148382836195652,4.1147345522,4.083065856471304,4.099315537060869,4.18380069326087,4.062019443444348,4.099459223501739,4.051658767087826,4.140946905816522,4.147881962963479,4.091492568725218,4.141206965213043,4.158125001745217,4.10947010152087,4.164981906491304,4.127775798447826,4.1419070488086955,4.183033486694782,4.089432197343478,4.152016296842609,4.052310967286957,4.181169061906087,4.146941939586087,4.009443996827826,4.157133187268696,4.11118445830087,4.0712702261539135,4.096009313390435,4.115079449411304,4.162414754378261,4.133517315113913,4.060021921922608,4.060298717634782,4.0940382783086955,4.069948282831304,4.107375613098261,4.078292773393043,4.122888596263478,4.102882284128696,4.071668544843479,4.1171940668695655,4.1058219765330435,4.09978157459913,4.122140808376522,4.1217666882356525,4.114051551681739,4.139864585113044,4.1981524202165215,4.127506477571305,4.078854553601739,4.093044266353913,4.214330042487826,4.1013599560617395,4.215195545834782,4.073673952716522,4.102484472390435,4.089441277080869,4.0958860541521735,4.125966867908696,4.129879025549565,4.131223059529566,4.041554414944348,4.129240635510435,4.039893772646087,4.164038069633913,4.113264115988696,4.034223099239131,4.144094610457391,4.148443063602609,4.07759142715913,4.129673142907826,4.11018295159913,4.180459716105218,4.128541029921739,4.12534653064,4.153071719346087,4.039293921720869,3.99777907052,4.10723493275913,4.132869600192174,4.206586973768696,4.041927958782609,4.117496660480869,4.149292853306087,4.167442118712174,4.1387843708878265,4.1525890224626085,4.045129130630435,4.162643796941739,4.114531313936522,4.115639101198261,4.172009465910435,4.022454611028696,4.055597025802609,4.055356288275652,4.084358612225217
94,3.8029015986,3.9434238504565218,3.858859256649565,3.922371002992174,3.903902452515652,3.995942449726087,3.869455435156522,3.963414469249565,3.9890893412052173,3.92634563286,3.8516739189895652,3.9111450467147826,3.941613526986087,3.950323294603478,3.8892348314713043,3.9082149224113043,3.9273011207747826,3.8455635165913042,3.9484396626069564,3.862403755011304,3.879315838789565,3.9371196037347826,3.884301347786087,3.8492807029452174,3.859942837972174,3.9515436779426087,3.8676997123304346,3.929797128321739,3.911008546535652,3.895351004364348,3.947348654309565,3.8987352198930436,3.9713166287356523,3.9858550629130436,3.8837757111113045,3.973293664141739,3.938742310729565,3.9495325051165215,4.001334333936522,3.9380538202156523,3.888225177304348,3.9992188826843478,3.9020096253469565,3.967215853126087,3.873475500841739,3.809920940192174,3.9072294260113045,3.838500428007826,4.009972471059131,3.928450546078261,3.877085555918261,3.9460514618069564,3.953538813364348,3.9217132648165216,3.8481058366591303,3.901862913016522,3.882691102389565,3.813492997436522,3.978258873830435,3.8737181271782606,3.9578650994799998,3.942876370541739,3.942603309507826,3.9206219676469565,3.863004863593913,3.9289819345130437,3.939829789493913,3.945661012018261,3.9882666605304347,3.892694951169565,3.8581617310930434,3.9487832820730433,3.981666059889565,3.851977595832174,3.9191367773408694,3.8963908850730435,3.980201678973913,3.9385891069765218,3.9929507704330436,3.896756802597391,3.9275643177139132,4.014872455791305,3.9057665305008697,3.7704962874991304,3.8242849859356522,4.002496685141739,3.7635028598608695,3.8729197342947828,3.921392898070435,3.9397650672799998,3.8732152956365216,3.918510228827826,3.96723184168,3.9480827184747826,3.901123475151304,3.883177183138261,3.9420178985947825,3.9141728200530435,3.8645537304773914,3.8832598973252175
95,3.669443418549565,3.817315700873913,3.8278831434130436,3.8556250352008696,3.743023508871304,3.723507925349565,3.750036326777391,3.803299084824348,3.743935146207826,3.7812136834373913,3.7070012532426087,3.829487235831304,3.8863857786304346,3.7604263054391303,3.768698438816522,3.7945639099973913,3.7672847518095653,3.886706776573913,3.8069176589269564,3.7405666945869567,3.8321911110634783,3.842506147186087,3.7430085308165215,3.7696040758713045,3.761671320818261,3.8397853263330433,3.767877667098261,3.767840119577391,3.841842983372174,3.8191746276904346,3.7122469070052175,3.788313458057391,3.8212787276330435,3.7865186467973913,3.743523027907826,3.8017449129217393,3.8523759544217393,3.7766277888226085,3.762566032666087,3.7324837235634782,3.7511653119269566,3.903515704450435,3.774168540538261,3.804426786692174,3.7527891611113042,3.8528517081017393,3.7499268753956523,3.813150481135652,3.852925073046087,3.795239998935652,3.754951623170435,3.8431170015426086,3.8362330313713042,3.7581775886747826,3.7632950262669564,3.760812346978261,3.775865824856522,3.860951180422609,3.814688380993913,3.765941712815652,3.9199988563530437,3.787298221386087,3.7466420422356523,3.6813075189434783,3.718241071510435,3.705691154904348,3.8254819191391305,3.7629429853860867,3.882980834438261,3.7122458297095653,3.7810847699408696,3.744148914297391,3.806425029807826,3.7638298667391306,3.822464803883478,3.732862807801739,3.789266593762609,3.700207806669565,3.806941581818261,3.8071763118313044,3.8795502486817393,3.835868880741739,3.7580141192,3.6981161402191303,3.76265684424,3.8039913059826085,3.820492885253913,3.792525758155652,3.8213164818391303,3.819801928238261,3.636920088546087,3.721091387347826,3.757305128493913,3.756169103821739,3.7111423083121737,3.844101802938261,3.827764144268696,3.8252100776513043,3.7576272499643477,3.7213816470765217
96,3.834246026484348,3.8431609319713043,3.78292470668,3.659231842383478,3.7692060797895652,3.7924078551573914,3.6718833208165216,3.825006237907826,3.737043635612174,3.753037450864348,3.717381247658261,3.7691275926852175,3.859866533444348,3.846653876705217,3.8135308346808694,3.794479114598261,3.785510183418261,3.7915793746156523,3.716510302490435,3.759221442007826,3.85086912908,3.7891109746069565,3.696457853588696,3.752044916418261,3.737365164564348,3.6389407595208696,3.7909238052469565,3.6905196999530436,3.880246702226087,3.7786909232965216,3.7389497764765216,3.8054326579852176,3.731834060112174,3.7442072715,3.768840068222609,3.8592800093469566,3.7234156537747825,3.747379383317391,3.7571722186243477,3.821605650598261,3.681147973404348,3.6252611141330435,3.7523345656991305,3.743662918273913,3.752721537612174,3.8196370185139132,3.8552045392591303,3.696596885853913,3.6878103866591303,3.8053396051330433,3.75426641656,3.700851508321739,3.761211369130435,3.779561707681739,3.7361593388417393,3.6582094907513043,3.7613980491365218,3.7746766451573914,3.7739058859278263,3.6810659394573912,3.7571175642713044,3.740881036555652,3.8308618090973914,3.7283690945208696,3.736838356961739,3.774654232138261,3.7521135641408696,3.7844822583052173,3.7520060286608694,3.6993142028669563,3.7522229689930433,3.730549775441739,3.736197914369565,3.724563592461739,3.7545678948913044,3.7639577675173914,3.804499972803478,3.7332074011069567,3.7319937850991303,3.808481225526087,3.8176532233852174,3.8529388865043477,3.6946572728817393,3.728446289578261,3.7777695662852175,3.8504287898973915,3.7853275437504346,3.819349004467826,3.698898496715652,3.757205127032174,3.7143752585295653,3.7052317598469564,3.895822763176522,3.7078336361147826,3.724914700567826,3.7306116001678262,3.6454681730565217,3.740292185534783,3.81340080892,3.786816676434783
97,3.840323047866087,3.936220492121739,3.788701175947826,3.657264313157391,3.780696966181739,3.82029323082,3.766032166938261,3.80035671086,3.8878405439991304,3.8032834331086955,3.662463780632174,3.8477264719869564,3.7359135685591305,3.7519230367495653,3.8741663568947824,3.838352767252174,3.892179611325217,3.841291397086087,3.8472650567130433,3.8686621983330434,3.764532534230435,3.692474962233913,3.75111851146,3.7512699239713045,3.8467141543573913,3.757205978085217,3.8591192779973915,3.763148428288696,3.859009411477391,3.714225038529565,3.7949029035469564,3.8244763306208696,3.7586862641860868,3.8303047601652174,3.774275059095652,3.7299163724356523,3.758247108246087,3.818047905509565,3.7870219327278263,3.8002698751347825,3.778558293077391,3.8248403339191306,3.7005568827504347,3.6786766087408695,3.8031480220417393,3.886800028021739,3.796850522995652,3.8897695500373914,3.8464267585173912,3.816695699466087,3.835824179829565,3.8519230676426086,3.8846547958808695,3.833547985490435,3.7415335216660868,3.846625976723478,3.746464445895652,3.8116624541347828,3.854676639355652,3.771175866357391,3.823921285543478,3.830258115874783,3.753910240206087,3.708675296047826,3.834040542411304,3.709673784198261,3.9003072278426085,3.731550355332174,3.799142400926087,3.7662900631408696,3.802819645743478,3.7698182294591303,3.842988437544348,3.8894048857147827,3.7650364394199998,3.7525220386130433,3.8488458918130433,3.7686943431991304,3.8385245911313044,3.850904292461739,3.8005498699999998,3.7755725643808695,3.7964724584713045,3.7837216015939132,3.8171698751704346,3.7315444813165217,3.770082596987826,3.7248552865486957,3.7920383783747824,3.839140031246087,3.7524490684208693,3.832419934169565,3.762441901716522,3.8359959430852175,3.7896559140739132,3.775967068356522,3.8627183814730435,3.8102701910069565,3.81330760752,3.7893378151930435
98,3.9548562154956524,3.838204109309565,3.88820587868,3.961196168891304,4.0162810394626085,3.95898364126,3.8964793911034783,3.858012257956522,3.89093524808,3.815679478544348,3.99176151226,3.8771466199339133,3.9139718911095653,4.035187537620869,3.955605861476522,3.963370060289565,3.8912864726747824,3.8950001412295654,3.9788998677513043,3.8849766866591304,3.9166905511808694,4.002741334717391,3.935493469998261,4.015090204,3.8848526777591306,3.934955593212174,3.9586003376478263,3.9260391271434782,3.9486479392286955,3.980580969410435,3.90714102112,3.8840490263086958,3.844192471174783,3.8194608524495655,3.875246383523478,3.9504809894686956,3.943289029235652,3.9821301227747825,3.9705163352408697,3.852377064150435,3.9264575884086956,3.839492223208696,3.8758283875052175,3.92923849246,3.9614538875504346,3.9694510094747826,3.983665789350435,3.876548724737391,3.931351414046087,3.883739270961739,3.8247644839095654,3.819040348613913,3.789169896327826,3.8727458083808695,3.9264257716721738,3.904868918772174,3.9375129851052173,3.8980959586147828,3.917171316772174,3.905411004807826,3.8111143142434782,3.86910267626,3.884117633764348,3.8909175268269567,3.95738228184,3.9290422239869565,3.9217018108313044,4.008211655723478,4.012113707554783,3.8397826715869567,3.7808495199965217,3.9915147442573913,3.9311222925530434,3.9731071263321738,3.9868818909069565,3.8654594088095653,3.868907105147826,3.9292659940208696,3.9344635375069568,3.921087261409565,3.9527258141130437,3.8642600260852173,3.9814913360513042,3.9300179826,3.942057739232174,3.971800709636522,3.9531700328,3.9708542782373915,3.974464066018261,3.89408154582,3.8328553941347825,3.9273520887434783,4.010633420168696,4.003160414986087,3.8824196609165216,4.063305945330435,3.871790429956522,3.8687911260678263,3.912212845346087,4.059321918652174
99,4.195876527419131,4.026220655375652,4.0482037685765215,4.25747088364,4.128204094426087,4.125021442228696,4.04668660835913,4.260403250386957,4.074670681146957,4.100532478203478,4.169654281567826,4.1834686068408695,4.059901519841739,4.176173180578261,4.138802514493044,4.187644823376521,4.043801605983479,4.108131063383478,4.19989879062,4.063975796644348,4.074180517434782,4.1003051350121735,4.21870515711913,4.111505704372174,4.071600030949565,4.147427455531305,4.061323474806956,4.105115032404348,4.039632558916522,4.088263430337391,4.027545118454783,4.03801905184,4.0015771234147826,4.127038806292174,4.122712140031305,4.160605901682609,4.138563164921739,4.005340823559131,4.039880373644348,4.107134612386087,4.101066886211305,4.081397835094783,4.099468637899131,4.157650130086957,4.212142675391305,4.039020630737391,4.1135876189,4.145308970619131,4.175527045629566,3.994234246153913,4.079350089987826,4.193237555303479,4.193889099329565,4.16096395942,4.165198705833913,4.164611633826087,4.092898125951304,4.047218616756521,4.190649130177391,4.177527441350435,4.001125213621739,4.1808679224973915,4.04656638786,4.188097429761739,4.238436952023478,4.236752193008695,4.082481944606957,4.2056310405956525,4.1206049897669565,4.077034749606956,4.19533170608087,4.105181504952174,4.084412993161739,4.115535311372174,4.103924127862609,4.113957051658261,4.2143170346565215,4.115590687310434,4.138591731911305,4.177702000253913,4.047484362877391,4.065397077782609,4.191716512723478,4.25905516372,4.119057969238261,4.083558563950435,4.109879823506956,4.1668357071513045,4.097600188715652,4.357163424526087,4.0944564928391305,4.064622498189565,4.164541171968696,4.239202091544348,4.206652189613913,4.085729500245217,4.115049570962609,4.18727179518087,4.043632586393913,4.093917056404348
100,4.328708417100869,4.44185757948,4.5431742377113045,4.481498110022609,4.361124752226087,4.493604766406957,4.377781387826957,4.433238056246957,4.390718008953043,4.554244796641739,4.474440483432174,4.379062481372174,4.42199222250087,4.384138056303478,4.5924475161791305,4.475044730986087,4.457103271112174,4.4356809821173915,4.435476089838261,4.428225087316521,4.430010161464348,4.218661291777392,4.469440983209565,4.534005623875652,4.443123205174783,4.42724595053913,4.489522189688696,4.47049233836,4.406143198486957,4.348762991186956,4.490271931355652,4.336787729819131,4.407448165703478,4.6087644474382605,4.412623959322609,4.589593135879131,4.437850087736522,4.416367936009565,4.431192974265217,4.373296450160869,4.442846185883479,4.331536797566087,4.490217998982609,4.423410557475652,4.444579263467826,4.403168317875652,4.45299791844,4.381663139135652,4.437630921311304,4.390618774825217,4.403597197835652,4.386606515392174,4.4572926305965215,4.427686165146956,4.3741392043182605,4.453199250165217,4.537580151375653,4.364296112675652,4.369765961734783,4.372092482139131,4.333569759265218,4.453373945256522,4.397374531306957,4.4133455496513045,4.475296831045218,4.477927032676522,4.330393238784348,4.5565369275843475,4.431128491902609,4.419267498870434,4.375345571904348,4.308902440735652,4.515009204049565,4.451577839826957,4.312125681733913,4.4876149801373915,4.482471966406087,4.319985647682609,4.472508816075652,4.471240943417391,4.4944883826739135,4.428415469276522,4.383582017469565,4.45826176142087,4.2298221463573915,4.371765284519131,4.432182369345218,4.492239819071305,4.4705725798113045,4.417780849586957,4.448913916825218,4.46834245678,4.40295964572,4.490948414850434,4.410344083787826,4.499616508101739,4.423210901266956,4.450224659883478,4.427389176985217,4.475149499964348
101,4.77835686554087,4.851993416262609,4.752463576123478,4.726350666390434,4.912947852061739,4.959724434505217,4.775411982708696,4.772599962143478,4.7773700397973915,4.885494048165217,4.94270605494087,4.91255951740087,4.811541166921739,4.879241717422609,4.824916677768695,4.7601381799504345,4.847102997266957,4.840260465126956,4.915206144932174,4.911302863947826,4.839911148766957,4.911010058693913,4.891543131995652,4.986789527708695,4.7786895391321735,4.861431310604348,4.6472870724121735,4.7316457793826086,4.972339005569565,4.9437949486026085,4.806007264586087,4.690884255514782,4.7090620486426085,4.929897188834783,4.879782550765217,4.974246920091304,4.774472355579131,4.806054022972174,4.874597105513913,4.725786019608695,4.819355539175652,4.818500495842609,4.950124768223478,4.890960991681739,4.805382068322609,4.816181143024348,4.8055230467669565,4.742679965047826,4.783402695844348,4.783156115274783,4.842766307094783,4.886716600741739,4.90447019816,4.873541575718261,4.863602994809566,4.887140788407826,4.770042745583479,4.67486820570087,4.716961371487826,4.895047188225218,4.816591825450435,4.664868311039131,4.9086662745878265,4.711897015607826,4.840422835249565,4.785805566377391,4.870288969158261,4.904350414792174,4.935568163881739,4.858726884073913,4.698585496318261,4.8107978524,4.708268085921739,4.804766559185217,4.712051762954783,4.707991512786087,4.82421941012,4.815084612953913,4.805218585613913,4.869100533538261,4.9751853657895655,4.828850018929566,4.7637448204834785,4.799365790247826,4.773668666883478,4.804716590651305,4.9394589957043475,5.076971126279131,4.872775884256522,4.937877341736522,4.758381653896522,4.805388914458261,4.784820222533043,4.904109312048695,4.774500364467826,4.856894205312174,4.815788730947826,4.7696882020104345,4.751487564237391,4.857173368996522
102,5.107688794977391,5.28048372149913,5.17258911862,5.366785712133043,5.225802012024348,5.276762692679131,5.20342312535913,5.468374280285217,5.2832579572008695,5.411203423368696,5.291503203625218,5.374703933939131,5.307960499078261,5.102764633815652,5.233413555713913,5.103295175270435,5.307250214647826,5.172207795207826,5.482891778092174,5.138073602354782,5.11644108464,5.274281244512174,5.103267626263478,5.279447985094783,5.410212430271304,5.33081612464087,5.30564194514,5.2720547323808695,5.208750050697391,5.3554210791173915,5.340441657983479,5.341238002987826,5.318839412849565,5.308633213868696,5.279948176786087,5.399867083166087,5.3209130134686955,5.251836756746957,5.219418420706087,5.335328652409565,5.291166237150435,5.183170807934783,5.289004687743478,5.132951141873043,5.135126737149565,5.271427043498261,5.223731515934783,5.29913317994087,5.419222097533913,5.273755096596521,5.291122073593043,5.383441966875652,5.338071081720869,5.387060579206956,5.296596321765217,5.2329963534,5.194360481346957,5.197428181086087,5.278712460486087,5.212739318090435,5.245900517791305,5.273253936429565,5.171153960772174,5.56552960994087,5.212108741711305,5.452975773833043,5.424946542641739,5.277059323806087,5.339298633133043,5.230121847554782,5.424259319667826,5.231262414153913,5.437379810736521,5.315196412668696,5.2201138517495655,5.21490640802087,5.194450116843479,5.289190206157391,5.347731481517392,5.23485814963913,5.187950664006957,5.3299964528547825,5.165705321174783,5.372144955625218,5.167946884471305,5.301387083778261,5.42450201358,5.271031351166957,5.490384556193043,5.239728829749565,5.415250749841739,5.340972595604348,5.26991248386,5.279964355046087,5.283726770356521,5.155938084976522,5.2450652340521735,5.491807951102609,5.386766589590435,5.245258451734783
103,5.956638361417391,6.075389964605217,6.135957734290435,5.866282136175652,5.925054437987826,5.83427928295913,5.860612959843478,5.905674714601739,5.7418898321391305,5.923227674936522,5.693801821843478,5.874143069158261,5.929415128303479,5.832870991413913,5.918200330394782,6.070063027573913,5.745208395377391,5.908825632431304,5.692180090833044,5.950952600644348,5.937009236256522,5.941813083067826,5.876645976936522,5.929304380266957,5.848820585853913,5.910938717888696,5.948120266689565,5.968496527603478,5.842991243989565,5.796948573838261,6.108741570650435,5.895185061383478,5.943117473846956,5.776829417088695,5.823947947570435,5.891816529748696,5.818820277726957,5.927398536158261,5.8182245185556525,5.920967121092174,5.802095541005217,5.965500558457391,5.996675758453043,5.884419619705217,5.974187012670435,5.87567874526,6.040616595714782,5.757111174506087,6.065303188323479,5.808563637282608,5.9348501299191305,5.748100664032174,6.005151111091305,5.94252226580087,6.030642965799131,5.961479811557392,5.950906453518261,5.932227998727826,5.813038274942609,6.040665081703478,5.879413821232174,5.887917582015652,5.80428100337913,5.916549066257391,5.984616948809565,5.806713524531304,5.838663389321739,5.853330479728696,6.0081574158782605,5.8284118187469565,5.832749689160869,5.896805193652174,5.908466755465217,5.87798680129913,5.995153830509565,5.739275944113044,5.913220545632174,5.778946750681739,6.005174512952174,5.847561545229565,5.821106157343478,5.738731575058261,5.959765315907826,5.856971276873913,5.797865560684348,5.8851233749973915,5.779672396175652,6.178111223613043,5.888964564953043,5.877363400413044,5.6394748254495655,5.866236501926957,6.069925072896522,5.988795282385217,6.02760333749913,5.842477511217392,5.945043558384348,5.935837121386957,5.844946829597391,5.730662808673913
104,6.676687340306956,6.54245362711913,6.754662895113913,6.6451989321382605,6.7063983631078266,6.625088635088695,6.496430087272174,6.639069798366957,6.61401273105913,6.526913149857391,6.469624510111305,6.589789941306087,6.412928253452174,6.579467754964348,6.790837250050434,6.865707060026956,6.778280558161739,6.7191977978330435,6.6295208926782605,6.728773814913043,6.735118698790434,6.540147756206957,6.592322411128696,6.395872979353913,6.547745765531304,6.561407512787826,6.681464645515653,6.743197675702609,6.556158386189566,6.617277913046087,6.672055554944348,6.815099501895652,6.67702624196087,6.517881621283478,6.685668091136522,6.579312932523479,6.496601905106087,6.79823135729913,6.6123417908382605,6.518858996665218,6.4691960852773915,6.675417533274783,6.473727314942608,6.608483693802609,6.569686336512174,6.585997400678261,6.73673524922,6.637376213087826,6.644903133788696,6.6230109731417395,6.667224291784348,6.626917592348696,6.536986713196522,6.60650450282,6.696145973713044,6.603974468761739,6.646140784232174,6.661001045220869,6.531470963931304,6.574607378251304,6.706056655748696,6.627425320313913,6.370372146210435,6.353141612949566,6.718363819768696,6.606483778054782,6.724662917117391,6.606597878781739,6.637580864304348,6.569647477054783,6.326089083553913,6.53200285216,6.478448692896522,6.662898949792174,6.629087691252174,6.715460028316522,6.709657941697391,6.582618598911305,6.701173167051304,6.703446218125217,6.63654326264,6.63557027983913,6.323323472151304,6.5926661404182605,6.593306145401739,6.719177059715652,6.869918239553913,6.423419626507826,6.607678419795652,6.424496098458261,6.670555567493044,6.690676178973913,6.564911319429565,6.59299439928,6.732831870086087,6.799780845,6.698353709968695,6.904253110875652,6.571796257413044,6.695896377850435
105,7.480306713194783,7.264075175192174,7.526964821153044,7.4865921141617395,7.688881367057391,7.408460595026956,7.1992308488973915,7.304185652887826,7.61405121202087,7.4394147931721735,7.657937037803478,7.49129750736,7.6534676600582605,7.58481919102,7.510145680546956,7.523552226728696,7.261356393965217,7.501812890629565,7.494405467332174,7.486497646348695,7.57975851412,7.612777489430435,7.345416705133913,7.438503217011305,7.2665798262573915,7.427583777034783,7.539706618092174,7.538740466344348,7.546443318233913,7.3894028898834785,7.570406056970435,7.498577768558261,7.708795214826087,7.516800616773913,7.567404589030435,7.477323295876522,7.479527068994782,7.480640941673044,7.7436454457634785,7.194176734206956,7.44845979616,7.295640276757392,7.666000589210435,7.408100353138261,7.63138174708,7.38166587872,7.591900847273913,7.531488479977392,7.266818841608695,7.622915914124348,7.356451078132174,7.4556244520652175,7.333242291129565,7.722942010051304,7.77396894424,7.483255838649566,7.637670038002609,7.316339547611304,7.513433567645217,7.555412512733043,7.399152054950434,7.522443703848696,7.567230090723478,7.579837704933044,7.675333971736522,7.6305369068130435,7.46338892542,7.256950498624348,7.58351057668,7.346544645393913,7.508826171425217,7.389180605306956,7.353386508666957,7.79111380916087,7.370546941025218,7.5812159041965215,7.406205536286957,7.416151555657391,7.532218226609565,7.564756693377391,7.312401857198261,7.649789675378261,7.507373169748695,7.489497743594782,7.526932540590435,7.330563859605218,7.386680597136522,7.5939415059739135,7.321122965263478,7.5732762631234785,7.428054405424348,7.332332353518261,7.608070834228696,7.344467271003478,7.60251500830087,7.517126122832174,7.462844777071305,7.230232195902609,7.417433793417391,7.6180019441234785
106,8.819919336948695,8.578517471893914,8.54677305196,8.58972308875826,8.511505903431305,8.403979139206086,8.567068250704347,8.340065982565218,8.626091127263479,8.795460682444348,8.668855048885218,8.228140953693044,8.599024173000869,8.409063738694783,8.383944427952175,8.46889111985739,8.216330870587827,8.554726682847827,8.15635622662087,8.493938462493913,8.293136046485218,8.60263384119826,8.454101200600869,8.357863780657391,8.620368652903478,8.67992995585913,8.365617537780869,8.373352127712174,8.563422013310435,8.559057539013043,8.391800300466956,8.590481883814782,8.471710536593044,8.331630959926956,8.430714975516521,8.453770374954782,8.393061580262609,8.303612386507826,8.43105212666,8.43229801861913,8.535222903030435,8.188741357423478,8.503089680176522,8.530297919447825,8.400369565398261,8.21433644315913,8.331463288493913,8.372496533728695,8.562418151530435,8.624935645233913,8.337077775582609,8.474298958202608,8.231096706297391,8.528464681065218,8.324268273051304,8.752298855929565,8.281328594076522,8.550294421798261,8.681171429109565,8.300122657469565,8.481305796608696,8.583392179873913,8.443272882115652,8.372309918362609,8.460345495138261,8.557782366734783,8.482709993693044,8.275030278390435,8.540802139428695,8.589489373166957,8.755688029875651,8.660309676638262,8.493887412863478,8.239294098985217,8.473264879378261,8.448471356590435,8.692300632884347,8.448630905949566,8.502342428406086,8.398806151186086,8.57434577056,8.237321120962608,8.36829945709826,8.841258495139131,8.583613027614783,8.486961552543479,8.356603477866956,8.432406807689565,8.628101805908695,8.455712624946086,8.412140652141739,8.228195990395653,8.495543714204349,8.335145790172174,8.575539323007826,8.404443167929566,8.483550317942608,8.269527298071305,8.543376804357392,8.557991364625217
